Employee ID,Name,Role,Department,Experience Level,Years of Experience,AutoCAD,Autodesk Inventor,OpenCascade,Three.js,Eyeshot,HOOPS,JavaScript,C#,Python,React,Node.js,ASP.NET,Unity,Unreal Engine,Revit,Navisworks,Current Project,Client,Availability Status,Next Availability Date
EMP0888,Heather Duarte,Designer,CAD,Senior,6,1,2,2,1,3,3,2,1,2,2,3,1,3,3,3,2,Integrate End-To-End E-Services,Epic Games,Available,2025-08-18
EMP0889,Kelly Burgess,Designer,BIM,Senior,6,1,3,3,2,3,1,2,0,2,2,2,2,3,2,3,3,Embrace Cross-Platform Mindshare,Epic Games,Partially Available,2025-05-30
EMP0890,Jacqueline Little,Designer,BIM,Junior,13,2,3,2,1,3,2,1,1,1,3,1,1,2,2,0,2,Engineer Efficient Paradigms,Roblox,Partially Available,2025-07-24
EMP0891,Mrs. Ashley Trujillo,Designer,CAD,Senior,20,2,2,2,2,3,2,2,1,0,1,2,2,3,2,2,3,Grow Web-Enabled Users,Epic Games,Unavailable,2025-06-18
EMP0892,Alexandria Rodriguez,Tester,CAD,Senior,13,2,3,2,3,3,2,3,2,3,2,2,0,1,3,3,2,Repurpose Open-Source Niches,Dassault,Available,2025-05-30
EMP0893,Carlos Dominguez,Developer,Game Testing,Junior,1,3,2,1,3,2,3,3,3,3,3,2,1,1,2,1,3,Cultivate Frictionless Functionalities,Epic Games,Partially Available,2025-08-10
EMP0894,Ryan Morales,Designer,CAD,Senior,15,3,1,2,3,2,3,1,0,0,3,2,2,3,3,2,3,Iterate Magnetic Eyeballs,Dassault,Unavailable,2025-07-08
EMP0895,Justin Long,Developer,CAD,Mid,2,2,3,3,3,3,3,3,3,3,3,1,2,2,3,3,1,Enable Ubiquitous E-Tailers,Autodesk,Available,2025-07-15
EMP0896,William James,Tester,CAD,Junior,8,3,3,3,2,2,2,3,2,3,3,0,3,3,3,1,2,Deploy Clicks-And-Mortar Action-Items,Dassault,Partially Available,2025-07-10
EMP0897,Christine Evans,Developer,BIM,Junior,16,1,0,2,0,3,2,2,1,3,3,3,1,3,1,3,3,E-Enable Frictionless Markets,Siemens,Available,2025-08-06
EMP0898,Matthew Hale,Tester,CAD,Mid,17,3,0,1,2,1,1,1,3,3,3,0,3,3,1,3,0,Deliver Frictionless Partnerships,Siemens,Available,2025-08-13
EMP0899,Jessica Wilson,Developer,BIM,Junior,16,1,3,3,2,3,1,3,2,3,3,1,2,2,1,0,1,Implement Bleeding-Edge Vortals,Roblox,Unavailable,2025-08-07
EMP0900,Jacob Hernandez,Tester,Game Testing,Mid,4,2,2,3,2,3,3,2,3,2,2,3,2,3,3,2,0,Leverage Mission-Critical Portals,Autodesk,Partially Available,2025-06-20
EMP0901,Virginia Moore,Designer,Game Testing,Junior,1,3,3,1,3,2,3,1,2,2,3,3,2,3,0,0,2,Synergize Killer Platforms,Autodesk,Available,2025-05-27
EMP0902,Sandra Graham,Designer,BIM,Senior,7,3,2,2,3,3,2,2,2,2,0,2,3,2,2,2,3,Expedite Out-Of-The-Box E-Services,Epic Games,Partially Available,2025-07-30
EMP0903,Christy Smith,Tester,CAD,Junior,8,0,1,3,3,3,1,0,2,3,2,2,3,3,3,2,2,Evolve Mission-Critical Supply-Chains,Epic Games,Available,2025-08-16
EMP0904,Ariana Gordon,Tester,Game Testing,Mid,12,0,0,2,3,3,3,2,1,2,3,2,0,2,2,3,0,Target Extensible Experiences,Autodesk,Available,2025-06-01
EMP0905,Ryan Larsen,Tester,CAD,Senior,9,1,3,3,1,0,0,1,2,3,1,1,3,0,2,3,1,Innovate World-Class Web-Readiness,Roblox,Unavailable,2025-07-25
EMP0906,Christina Carter,Tester,BIM,Mid,9,3,2,3,2,3,3,1,3,2,3,3,1,3,1,3,3,Scale Front-End E-Tailers,Epic Games,Available,2025-08-22
EMP0907,Chelsea Mason,Tester,BIM,Mid,3,3,1,1,3,2,1,1,2,1,3,3,3,0,2,2,1,Scale Leading-Edge Metrics,Dassault,Partially Available,2025-07-28
EMP0908,Johnny Wood,Designer,BIM,Mid,14,2,1,3,3,0,2,0,3,1,1,0,2,2,2,2,3,Utilize Rich Communities,Epic Games,Unavailable,2025-06-30
EMP0909,Troy Chambers,Designer,CAD,Senior,3,0,2,3,1,2,3,3,2,2,3,3,2,0,3,2,3,Envisioneer Integrated Users,Roblox,Partially Available,2025-06-30
EMP0910,David Hunt,Designer,Game Testing,Mid,1,3,1,3,2,3,1,3,3,0,3,3,2,2,3,3,3,Optimize Bleeding-Edge Communities,Siemens,Partially Available,2025-08-23
EMP0911,Stephanie Cross,Tester,CAD,Junior,7,3,1,2,1,3,1,2,3,3,0,3,0,2,1,3,3,Maximize Plug-And-Play Mindshare,Dassault,Available,2025-07-17
EMP0912,Amanda Chung,Tester,Game Testing,Mid,13,3,2,2,2,3,3,2,3,2,3,1,3,2,2,2,3,Engineer Proactive Portals,Autodesk,Partially Available,2025-06-18
EMP0913,Brandon Johnson,Designer,CAD,Junior,1,2,1,3,1,1,3,1,3,3,3,3,3,2,1,1,0,Benchmark Extensible Methodologies,Autodesk,Unavailable,2025-06-06
EMP0914,Lisa Miller,Tester,BIM,Senior,1,2,1,3,3,2,3,1,1,3,3,1,1,3,2,0,2,Iterate Collaborative E-Markets,Roblox,Partially Available,2025-06-17
EMP0915,Mary Ray,Developer,CAD,Senior,3,2,3,2,1,1,3,2,1,0,3,3,3,3,3,1,2,Drive Vertical Markets,Autodesk,Available,2025-06-28
EMP0916,Katie Browning,Developer,BIM,Mid,17,3,3,3,2,2,1,2,3,3,3,3,3,0,2,2,3,Iterate Revolutionary Infrastructures,Dassault,Partially Available,2025-05-28
EMP0917,Richard Huff,Developer,CAD,Junior,18,3,2,1,3,2,1,0,1,0,3,3,1,3,2,1,3,Synergize Wireless Niches,Autodesk,Partially Available,2025-06-26
EMP0918,Emily Hobbs,Tester,CAD,Senior,3,2,2,0,2,1,3,1,2,1,3,3,1,0,0,1,3,Transition Front-End Metrics,Siemens,Unavailable,2025-08-22
EMP0919,Crystal Chavez,Designer,CAD,Mid,18,3,3,2,1,3,1,3,2,3,3,2,1,0,3,3,1,Reinvent World-Class Experiences,Dassault,Unavailable,2025-08-14
EMP0920,Eugene Caldwell,Designer,CAD,Senior,4,2,3,1,1,2,3,2,2,2,1,1,0,2,0,3,2,Incubate Magnetic Experiences,Autodesk,Unavailable,2025-06-23
EMP0921,Alan Moss,Developer,Game Testing,Junior,4,2,3,2,3,0,3,3,0,3,0,2,0,3,1,0,2,Re-Contextualize Intuitive E-Business,Autodesk,Unavailable,2025-07-11
EMP0922,Alexander Forbes,Tester,CAD,Mid,11,2,1,3,3,0,0,3,2,3,3,3,3,3,1,3,1,Synthesize Revolutionary Supply-Chains,Siemens,Partially Available,2025-05-28
EMP0923,Alex Holland DDS,Tester,BIM,Senior,14,3,1,3,2,1,2,3,3,2,1,3,2,0,3,3,2,Utilize Wireless Relationships,Autodesk,Partially Available,2025-08-11
EMP0924,Patrick Austin,Designer,CAD,Junior,8,3,2,0,1,3,0,2,2,2,2,3,2,2,3,3,3,Morph 24/7 Content,Dassault,Unavailable,2025-06-29
EMP0925,Dr. Amber Burke,Tester,Game Testing,Mid,4,3,3,3,1,1,3,1,3,3,3,2,1,0,1,3,2,Orchestrate Strategic E-Markets,Epic Games,Partially Available,2025-07-01
EMP0926,Tamara Alvarez,Tester,BIM,Senior,6,2,2,1,2,1,2,1,3,1,2,0,1,2,2,3,1,Evolve Distributed Content,Siemens,Partially Available,2025-07-15
EMP0927,Stephen Smith,Tester,CAD,Senior,4,3,2,2,0,1,0,3,3,2,2,3,3,2,2,3,1,Engineer Ubiquitous Applications,Siemens,Available,2025-06-23
EMP0928,Scott Coffey,Tester,BIM,Senior,8,3,1,2,1,1,3,1,1,2,0,3,2,1,3,3,3,Expedite Cutting-Edge Channels,Epic Games,Partially Available,2025-07-05
EMP0929,Willie Robinson,Designer,BIM,Mid,4,0,3,0,1,2,2,3,3,0,0,2,3,3,3,1,3,Extend Turn-Key Paradigms,Epic Games,Unavailable,2025-08-13
EMP0930,Dawn Castaneda,Developer,BIM,Junior,13,1,1,0,3,3,1,2,0,2,3,1,3,3,3,1,1,Transition Collaborative Architectures,Dassault,Unavailable,2025-07-21
EMP0931,Heidi Hess,Developer,Game Testing,Junior,12,0,2,3,3,2,1,2,0,2,3,1,3,0,0,2,2,Engineer Cross-Media Interfaces,Roblox,Unavailable,2025-07-22
EMP0932,April Wilson,Tester,CAD,Junior,19,0,3,0,2,3,1,3,2,1,3,3,1,2,1,1,3,Aggregate Viral Paradigms,Epic Games,Partially Available,2025-07-16
EMP0933,Megan Maldonado DVM,Designer,Game Testing,Senior,6,3,3,2,0,3,2,1,3,2,3,2,3,3,2,3,3,Deliver B2C E-Markets,Autodesk,Unavailable,2025-08-04
EMP0934,Sharon Hardin,Tester,Game Testing,Senior,18,3,3,3,2,1,0,1,3,3,0,2,3,3,1,1,2,Grow Granular Synergies,Siemens,Available,2025-07-11
EMP0935,Vincent Moore,Tester,CAD,Mid,11,3,1,1,3,1,3,2,3,1,2,3,3,2,2,2,3,Redefine Viral E-Markets,Siemens,Available,2025-07-18
EMP0936,Jessica Brown,Tester,CAD,Junior,15,1,1,2,3,3,3,1,3,1,3,3,1,3,0,1,2,Architect Killer Partnerships,Roblox,Partially Available,2025-06-11
EMP0937,Amy Odonnell,Developer,Game Testing,Senior,9,3,3,3,3,3,1,1,3,3,2,2,3,1,3,3,3,Deploy Collaborative Channels,Roblox,Unavailable,2025-07-06
EMP0938,Matthew Jackson,Tester,CAD,Mid,4,1,1,2,2,0,3,3,1,1,1,0,1,3,2,3,3,Integrate Cross-Platform Vortals,Epic Games,Available,2025-08-23
EMP0939,Michelle Perkins,Tester,Game Testing,Senior,15,3,2,1,3,1,3,1,0,1,2,1,0,3,3,3,0,Leverage Real-Time Communities,Autodesk,Unavailable,2025-07-21
EMP0940,Justin Dixon,Designer,BIM,Junior,11,1,1,3,3,2,3,3,3,3,3,3,1,0,3,0,3,Orchestrate Best-Of-Breed Channels,Siemens,Unavailable,2025-06-03
EMP0941,Patrick Richard,Tester,Game Testing,Junior,1,2,2,3,0,2,0,1,3,3,3,2,3,1,3,0,3,Enhance Customized Metrics,Epic Games,Available,2025-07-25
EMP0942,Duane Henry,Developer,BIM,Mid,16,3,3,2,1,2,3,2,3,2,2,3,3,3,3,2,2,Redefine Cross-Platform Functionalities,Dassault,Available,2025-06-21
EMP0943,Francisco Mendoza,Developer,CAD,Mid,17,1,3,3,2,3,1,0,0,3,2,2,1,3,3,3,1,Deliver Granular Methodologies,Dassault,Available,2025-07-08
EMP0944,Anna Vasquez,Tester,BIM,Senior,8,3,0,3,3,1,3,2,2,1,0,0,2,1,3,3,0,Engineer Visionary Markets,Dassault,Partially Available,2025-06-19
EMP0945,James Sullivan,Designer,Game Testing,Senior,20,3,2,2,1,2,1,0,3,2,2,3,3,2,1,3,1,Scale Efficient Functionalities,Roblox,Unavailable,2025-06-10
EMP0946,Autumn Smith,Designer,Game Testing,Senior,10,1,3,2,3,2,2,2,2,3,3,2,1,3,2,3,3,Re-Intermediate Visionary Paradigms,Dassault,Available,2025-05-31
EMP0947,Jessica Miller,Designer,Game Testing,Junior,11,0,3,1,2,3,3,3,3,2,3,0,2,1,3,3,2,Transition Best-Of-Breed Networks,Dassault,Unavailable,2025-07-07
EMP0948,Elizabeth Duffy,Developer,Game Testing,Senior,9,3,3,0,3,2,1,1,3,2,3,2,3,2,2,2,3,E-Enable Rich Relationships,Dassault,Partially Available,2025-06-24
EMP0949,Anthony Curry,Developer,Game Testing,Senior,5,3,2,3,3,3,1,2,2,2,3,3,2,2,1,2,2,Transition Dynamic Niches,Dassault,Unavailable,2025-07-13
EMP0950,James Bowen,Designer,Game Testing,Mid,16,0,3,1,2,2,3,0,1,1,3,2,3,2,3,0,2,Deliver Collaborative Bandwidth,Epic Games,Partially Available,2025-07-05
EMP0951,Samantha Carpenter,Designer,BIM,Junior,5,3,3,3,1,3,2,3,2,3,3,3,2,1,2,2,2,Evolve Rich Interfaces,Siemens,Partially Available,2025-07-11
EMP0952,Devin Phillips,Developer,BIM,Mid,14,3,1,2,3,2,3,0,2,3,3,2,0,3,2,3,2,Scale Magnetic Markets,Epic Games,Partially Available,2025-08-11
EMP0953,Gary Lambert,Tester,BIM,Senior,5,1,3,0,3,2,0,3,2,2,3,2,0,3,1,0,2,Revolutionize Frictionless Synergies,Roblox,Partially Available,2025-06-22
EMP0954,Jason Clark,Designer,CAD,Junior,11,2,2,0,1,3,2,2,3,1,3,3,2,2,2,3,2,Re-Contextualize Efficient E-Commerce,Roblox,Partially Available,2025-07-07
EMP0955,James Jones,Developer,CAD,Junior,5,3,1,1,2,0,3,2,2,0,0,2,3,2,3,2,0,Innovate Bricks-And-Clicks Channels,Autodesk,Partially Available,2025-05-28
EMP0956,Amy Lawson,Tester,Game Testing,Junior,10,3,3,2,0,0,3,1,1,2,2,3,2,2,2,2,0,Target Integrated Info-Mediaries,Roblox,Partially Available,2025-06-15
EMP0957,Michelle Alvarez,Designer,CAD,Junior,4,1,2,3,1,2,0,3,2,3,3,3,3,3,3,1,1,Incentivize Synergistic E-Tailers,Autodesk,Unavailable,2025-08-10
EMP0958,Mrs. Lisa Larsen,Designer,Game Testing,Junior,2,0,3,3,2,3,3,3,2,3,1,2,1,3,2,1,2,Seize Viral Partnerships,Siemens,Partially Available,2025-06-09
EMP0959,Rodney Coffey,Developer,BIM,Senior,17,2,1,0,3,3,1,2,3,3,0,1,2,3,3,3,3,Re-Contextualize Extensible E-Markets,Autodesk,Unavailable,2025-07-21
EMP0960,Sarah Morales,Developer,Game Testing,Junior,20,2,1,1,2,3,2,1,2,3,2,2,0,0,3,1,2,Incubate Web-Enabled Initiatives,Dassault,Partially Available,2025-06-16
EMP0961,Maria Middleton,Tester,CAD,Mid,20,3,1,1,3,2,2,1,2,0,3,1,3,0,3,3,0,Visualize Compelling Systems,Roblox,Partially Available,2025-07-05
EMP0962,Roberto Russell,Developer,Game Testing,Senior,9,3,1,2,3,2,1,2,2,2,2,3,3,2,3,3,1,Generate Web-Enabled Action-Items,Epic Games,Partially Available,2025-08-10
EMP0963,Jeffrey Wagner,Tester,BIM,Junior,16,3,3,3,1,2,1,0,3,1,3,1,3,1,1,2,3,Seize Killer Architectures,Roblox,Partially Available,2025-08-10
EMP0964,Jeffrey Hernandez,Designer,Game Testing,Senior,7,3,3,3,2,2,2,1,2,2,3,1,3,3,3,3,1,Architect Granular Communities,Siemens,Unavailable,2025-08-07
EMP0965,Kimberly Snyder,Designer,Game Testing,Senior,1,3,3,1,3,2,0,3,3,3,2,2,3,3,3,3,3,Integrate Virtual E-Markets,Roblox,Unavailable,2025-07-30
EMP0966,Ernest Knight,Designer,BIM,Mid,2,3,0,3,3,1,1,1,1,2,2,1,3,1,3,2,2,Embrace Extensible Web Services,Epic Games,Available,2025-08-22
EMP0967,Diane Moore,Developer,CAD,Senior,6,2,3,2,1,2,2,3,0,1,2,3,1,2,2,1,1,Harness Clicks-And-Mortar Action-Items,Autodesk,Partially Available,2025-08-01
EMP0968,Kenneth Arellano,Tester,CAD,Mid,4,2,3,3,1,3,1,2,1,1,2,2,2,2,0,3,0,Generate 24/365 Content,Dassault,Unavailable,2025-06-19
EMP0969,Patrick Combs,Developer,BIM,Senior,12,2,1,2,3,1,2,2,0,1,3,2,1,0,2,3,3,Reinvent World-Class E-Markets,Siemens,Partially Available,2025-06-24
EMP0970,Steven Hopkins,Tester,BIM,Junior,5,0,2,1,1,2,2,3,3,0,3,3,3,2,3,2,1,Deliver Revolutionary Portals,Epic Games,Partially Available,2025-07-02
EMP0971,William Compton,Tester,BIM,Mid,18,1,1,1,0,1,3,1,1,0,2,3,1,2,3,3,1,Iterate Magnetic Niches,Dassault,Partially Available,2025-08-13
EMP0972,Matthew Winters,Developer,BIM,Junior,19,2,3,3,1,2,0,3,3,3,3,3,2,2,0,2,1,Orchestrate Vertical Metrics,Roblox,Available,2025-05-30
EMP0973,Tracy Hernandez,Developer,Game Testing,Mid,20,0,3,3,0,3,3,1,3,3,0,2,0,3,0,2,1,Orchestrate Next-Generation Architectures,Roblox,Available,2025-08-05
EMP0974,Robert Russell,Designer,BIM,Junior,15,3,0,3,3,3,3,2,0,1,1,0,3,1,0,3,1,Enable Cross-Media E-Business,Dassault,Available,2025-08-03
EMP0975,Christopher Kerr,Designer,BIM,Mid,8,3,0,0,2,2,0,2,3,3,1,3,2,3,1,1,2,Matrix End-To-End Applications,Dassault,Available,2025-06-21
EMP0976,Jamie Reynolds,Designer,Game Testing,Mid,4,3,2,1,1,3,2,0,3,2,1,1,3,2,2,1,3,Seize Clicks-And-Mortar E-Markets,Roblox,Unavailable,2025-06-07
EMP0977,Carla Stark,Developer,CAD,Senior,13,1,1,3,1,3,2,2,3,0,0,0,2,2,2,3,3,Embrace Revolutionary Architectures,Epic Games,Unavailable,2025-07-08
EMP0978,Janet Smith,Developer,CAD,Junior,18,3,1,2,3,1,3,3,1,3,2,1,3,2,2,3,2,Streamline Impactful Functionalities,Roblox,Unavailable,2025-05-29
EMP0979,Austin Bentley,Developer,BIM,Mid,16,2,2,1,2,1,3,2,2,3,1,3,1,1,1,3,2,Revolutionize Dot-Com Schemas,Autodesk,Unavailable,2025-07-10
EMP0980,Carl Mahoney,Tester,CAD,Junior,17,2,0,1,0,1,3,1,2,2,2,3,0,3,3,1,0,Deliver Real-Time Channels,Siemens,Available,2025-06-14
EMP0981,Christina Ford,Designer,Game Testing,Senior,8,0,0,2,3,0,1,0,3,3,2,3,0,2,2,3,3,Seize Ubiquitous Experiences,Epic Games,Unavailable,2025-06-12
EMP0982,Maria Jenkins,Tester,Game Testing,Mid,1,2,2,1,1,3,3,3,1,3,3,1,2,1,1,3,3,Strategize One-To-One Paradigms,Siemens,Unavailable,2025-07-17
EMP0983,William Wilcox,Developer,BIM,Senior,6,1,1,3,3,0,3,3,3,1,3,1,1,2,2,2,3,Repurpose Visionary Content,Autodesk,Unavailable,2025-07-26
EMP0984,Leslie Vance,Designer,BIM,Junior,15,2,3,0,2,2,3,1,0,1,3,3,1,1,1,2,1,Unleash B2B Technologies,Autodesk,Unavailable,2025-08-04
EMP0985,Dorothy Daniel,Developer,BIM,Senior,4,3,3,3,2,3,1,1,2,2,1,1,2,1,1,1,1,Incentivize Viral Action-Items,Epic Games,Available,2025-07-28
EMP0986,Debbie Owens,Developer,Game Testing,Junior,19,2,1,3,0,2,3,3,1,3,2,1,2,1,2,3,2,Engineer Back-End E-Services,Dassault,Partially Available,2025-06-09
EMP0987,Heather Nguyen,Tester,Game Testing,Mid,1,3,3,3,3,2,2,2,1,0,3,2,3,1,1,3,3,Evolve Sticky Portals,Autodesk,Unavailable,2025-08-06
EMP0988,Laura Lopez,Developer,BIM,Mid,11,3,3,1,3,3,3,2,2,2,3,3,3,0,3,1,3,Orchestrate Collaborative Architectures,Dassault,Available,2025-05-28
EMP0989,Sherry Hebert,Tester,CAD,Senior,16,2,2,2,3,3,0,2,2,3,1,3,2,2,3,3,1,Engage Enterprise Synergies,Epic Games,Partially Available,2025-08-04
EMP0990,Amy White,Tester,BIM,Senior,5,0,0,3,1,2,2,2,2,1,0,0,1,3,0,1,2,Extend Innovative Convergence,Autodesk,Available,2025-07-18
EMP0991,Timothy Martinez,Tester,Game Testing,Mid,14,2,0,2,3,2,3,1,1,3,2,3,3,2,0,1,1,Maximize Robust Methodologies,Dassault,Partially Available,2025-08-11
EMP0992,Judy Henderson,Developer,Game Testing,Junior,14,1,3,3,1,2,1,3,3,3,2,2,1,0,1,2,3,Evolve Out-Of-The-Box Paradigms,Roblox,Unavailable,2025-06-24
EMP0993,Brooke Allen,Tester,CAD,Mid,9,3,2,3,2,3,0,1,3,2,3,3,3,2,0,3,2,Envisioneer Proactive Solutions,Roblox,Partially Available,2025-06-03
EMP0994,Lisa Zimmerman,Developer,CAD,Junior,17,3,3,2,3,0,1,1,2,2,1,3,3,1,2,2,3,Whiteboard Dynamic E-Markets,Roblox,Available,2025-07-10
EMP0995,Kathy Booker,Designer,BIM,Mid,6,2,3,3,1,3,3,3,3,1,3,2,2,3,3,3,2,Aggregate World-Class Eyeballs,Siemens,Partially Available,2025-07-23
EMP0996,Amber Welch,Developer,Game Testing,Junior,8,3,3,3,3,1,2,3,2,1,2,1,3,2,1,1,2,Disintermediate Innovative Functionalities,Epic Games,Available,2025-07-29
EMP0997,John Harvey,Designer,BIM,Junior,5,3,3,2,3,1,2,3,1,1,3,2,3,3,0,1,0,Drive B2B Portals,Siemens,Unavailable,2025-08-22
EMP0998,Barbara Obrien,Tester,CAD,Mid,10,3,2,2,3,3,3,3,3,2,1,3,3,2,0,3,2,Target Wireless Niches,Autodesk,Unavailable,2025-08-18
EMP0999,Mr. John Johnson Jr.,Tester,CAD,Senior,13,1,2,3,2,1,2,3,0,3,3,2,3,2,2,2,3,Maximize Seamless Infrastructures,Epic Games,Unavailable,2025-08-07
EMP1000,Patrick Williamson,Designer,BIM,Junior,10,1,2,3,2,0,3,1,2,1,3,0,0,0,2,0,3,Re-Contextualize Cutting-Edge Technologies,Autodesk,Available,2025-08-19
